state	zip	pci
TX	76035	90
TX	76036	57
TX	76039	57
TX	76040	45
TX	76041	47
TX	76043	66
TX	76044	59
TX	76048	63
TX	76049	80
TX	76050	72
TX	76051	88
TX	76052	85
TX	76053	46
TX	76054	84
TX	76055	46
TX	76058	50
TX	76059	39
TX	76060	68
TX	76061	50
TX	76063	81
TX	76064	66
TX	76065	77
TX	76066	64
TX	76067	44
TX	76070	106
TX	76071	62
TX	76073	65
TX	76077	64
TX	76078	62
TX	76082	55
TX	76084	46
TX	76085	66
TX	76086	59
TX	76087	93
TX	76088	72
TX	76092	284
TX	76093	68
TX	76102	351
TX	76103	36
TX	76104	34
TX	76105	23
TX	76106	29
TX	76107	146
TX	76108	60
TX	76109	182
TX	76110	53
TX	76111	35
TX	76112	37
TX	76114	42
TX	76115	28
TX	76116	66
TX	76117	36
TX	76118	54
TX	76119	27
TX	76120	45
TX	76123	56
TX	76126	114
TX	76127	33
TX	76131	58
TX	76132	101
TX	76133	45
TX	76134	38
TX	76135	54
TX	76137	55
TX	76140	40
TX	76148	46
TX	76155	47
TX	76164	32
TX	76177	71
TX	76179	71
TX	76180	52
TX	76182	79
TX	76201	33
TX	76205	51
TX	76207	66
TX	76208	67
TX	76209	41
TX	76210	74
TX	76225	68
TX	76226	145
TX	76227	71
TX	76228	58
TX	76230	66
TX	76233	60
TX	76234	76
TX	76238	77
TX	76239	80
TX	76240	56
TX	76244	78
TX	76245	56
TX	76247	66
TX	76248	139
TX	76249	62
TX	76250	79
TX	76251	62
TX	76252	86
TX	76255	58
TX	76258	74
TX	76259	73
TX	76262	154
TX	76264	54
TX	76265	65
TX	76266	62
TX	76270	67
TX	76271	62
TX	76272	65
TX	76273	59
TX	76301	37
TX	76302	53
TX	76305	52
TX	76306	37
TX	76308	77
TX	76309	58
TX	76310	64
TX	76311	35
TX	76351	60
TX	76354	51
TX	76357	55
TX	76360	49
TX	76363	28
TX	76365	55
TX	76366	64
TX	76367	57
TX	76371	47
TX	76372	50
TX	76374	57
TX	76377	52
TX	76379	62
TX	76380	53
TX	76384	44
TX	76389	68
TX	76401	55
TX	76424	55
TX	76426	63
TX	76427	62
TX	76430	108
TX	76431	61
TX	76432	52
TX	76433	68
TX	76435	41
TX	76436	49
TX	76437	50
TX	76442	48
TX	76443	49
TX	76444	46
TX	76445	37
TX	76446	44
TX	76448	57
TX	76449	72
TX	76450	71
TX	76453	106
TX	76454	41
TX	76455	43
TX	76457	53
TX	76458	67
TX	76460	53
TX	76462	79
TX	76463	54
TX	76464	47
TX	76470	41
TX	76471	48
TX	76472	59
TX	76474	59
TX	76475	67
TX	76476	63
TX	76483	84
TX	76484	61
TX	76486	52
TX	76487	62
TX	76491	51
TX	76501	42
TX	76502	67
TX	76504	36
TX	76511	45
TX	76513	64
TX	76518	41
TX	76519	47
TX	76520	43
TX	76522	41
TX	76524	47
TX	76525	40
TX	76527	54
TX	76528	49
TX	76530	50
TX	76531	63
TX	76534	59
TX	76537	50
TX	76538	58
TX	76539	56
TX	76541	28
TX	76542	45
TX	76543	34
TX	76544	29
TX	76548	55
TX	76549	38
TX	76550	54
TX	76554	47
TX	76556	54
TX	76557	48
TX	76559	52
TX	76561	47
TX	76566	49
TX	76567	53
TX	76569	48
TX	76570	46
TX	76571	92
TX	76574	48
TX	76577	56
TX	76578	50
TX	76579	49
TX	76621	56
TX	76622	47
TX	76624	48
TX	76626	51
TX	76627	50
TX	76629	54
TX	76630	52
TX	76631	64
TX	76632	37
TX	76633	80
TX	76634	56
TX	76635	35
TX	76636	55
TX	76637	54
TX	76638	82
TX	76639	39
TX	76640	41
TX	76641	52
TX	76642	50
TX	76643	57
TX	76645	47
TX	76648	45
TX	76649	63
TX	76651	47
TX	76652	45
TX	76653	53
TX	76655	68
TX	76656	50
TX	76657	82
TX	76660	35
TX	76661	34
TX	76664	43
TX	76665	49
TX	76666	47
TX	76667	41
TX	76670	44
TX	76671	45
TX	76673	48
TX	76676	40
TX	76679	43
TX	76681	37
TX	76682	46
TX	76687	60
TX	76689	55
TX	76690	44
TX	76691	53
TX	76692	51
TX	76693	48
TX	76701	50
TX	76704	22
TX	76705	36
TX	76706	39
TX	76707	26
TX	76708	46
TX	76710	62
TX	76711	30
TX	76712	76
TX	76801	46
TX	76802	51
TX	76821	46
TX	76823	43
TX	76825	47
TX	76827	59
TX	76832	67
TX	76834	52
TX	76837	47
TX	76844	57
TX	76849	53
TX	76852	60
TX	76853	45
TX	76854	49
TX	76856	59
TX	76857	52
TX	76858	47
TX	76859	49
TX	76861	56
TX	76864	48
TX	76866	50
TX	76871	47
TX	76872	56
TX	76875	49
TX	76877	47
TX	76878	52
TX	76882	50
TX	76890	44
TX	76901	55
TX	76903	38
TX	76904	80
TX	76905	48
TX	76932	77
TX	76933	60
TX	76934	45
TX	76935	87
TX	76936	67
TX	76937	40
TX	76940	50
TX	76941	117
TX	76943	76
TX	76945	55
TX	76950	80
TX	76951	119
TX	76957	112
TX	77002	393
TX	77003	62
TX	77004	70
TX	77005	400
TX	77006	132
TX	77007	172
TX	77008	131
TX	77009	65
TX	77010	858
TX	77011	31
TX	77012	30
TX	77013	34
TX	77014	37
TX	77015	39
TX	77016	27
TX	77017	36
TX	77018	105
TX	77019	369
TX	77020	31
TX	77021	39
TX	77022	29
TX	77023	38
TX	77024	503
TX	77025	127
TX	77026	26
TX	77027	248
TX	77028	26
TX	77029	35
TX	77030	173
TX	77031	39
TX	77032	60
TX	77033	26
TX	77034	38
TX	77035	49
TX	77036	30
TX	77037	31
TX	77038	33
TX	77039	33
TX	77040	66
TX	77041	88
TX	77042	77
TX	77043	79
TX	77044	71
TX	77045	32
TX	77046	235
TX	77047	42
TX	77048	32
TX	77049	47
TX	77050	32
TX	77051	26
TX	77053	32
TX	77054	51
TX	77055	98
TX	77056	418
TX	77057	145
TX	77058	71
TX	77059	147
TX	77060	28
TX	77061	35
TX	77062	86
TX	77063	71
TX	77064	58
TX	77065	60
TX	77066	47
TX	77067	32
TX	77068	79
TX	77069	109
TX	77070	73
TX	77071	46
TX	77072	30
TX	77073	41
TX	77074	34
TX	77075	39
TX	77076	30
TX	77077	107
TX	77078	28
TX	77079	183
TX	77080	46
TX	77081	36
TX	77082	63
TX	77083	39
TX	77084	54
TX	77085	35
TX	77086	33
TX	77087	33
TX	77088	35
TX	77089	52
TX	77090	39
TX	77091	32
TX	77092	43
TX	77093	28
TX	77094	189
TX	77095	81
TX	77096	90
TX	77098	188
TX	77099	32
TX	77301	38
TX	77302	66
TX	77303	48
TX	77304	81
TX	77306	40
TX	77316	107
TX	77318	76
TX	77320	47
TX	77327	49
TX	77328	49
TX	77331	61
TX	77335	40
TX	77336	83
TX	77338	41
TX	77339	91
TX	77340	51
TX	77345	158
TX	77346	88
TX	77351	52
TX	77354	100
TX	77355	97
TX	77356	118
TX	77357	49
TX	77358	58
TX	77359	49
TX	77360	43
TX	77362	69
TX	77363	59
TX	77364	53
TX	77365	67
TX	77371	44
TX	77372	48
TX	77373	54
TX	77375	77
TX	77377	104
TX	77378	46
TX	77379	110
TX	77380	145
TX	77381	192
TX	77382	217
TX	77384	120
TX	77385	74
TX	77386	97
TX	77388	79
TX	77389	135
TX	77396	62
TX	77401	340
TX	77406	118
TX	77407	80
TX	77414	54
TX	77417	46
TX	77418	99
TX	77420	53
TX	77422	61
TX	77423	54
TX	77426	84
TX	77429	113
TX	77430	73
TX	77433	98
TX	77434	40
TX	77435	68
TX	77437	57
TX	77441	188
TX	77442	59
TX	77444	52
TX	77445	57
TX	77447	69
TX	77449	48
TX	77450	109
TX	77455	60
TX	77459	108
TX	77461	60
TX	77465	52
TX	77468	51
TX	77469	69
TX	77471	45
TX	77474	62
TX	77477	50
TX	77478	136
TX	77479	159
TX	77480	66
TX	77482	58
TX	77484	65
TX	77485	54
TX	77486	62
TX	77488	47
TX	77489	41
TX	77493	72
TX	77494	148
TX	77498	68
TX	77502	39
TX	77503	42
TX	77504	51
TX	77505	73
TX	77506	33
TX	77510	65
TX	77511	55
TX	77514	60
TX	77515	61
TX	77517	72
TX	77518	45
TX	77519	54
TX	77520	46
TX	77521	59
TX	77523	90
TX	77530	42
TX	77531	52
TX	77532	66
TX	77534	72
TX	77535	58
TX	77536	70
TX	77538	63
TX	77539	59
TX	77541	45
TX	77545	48
TX	77546	113
TX	77547	37
TX	77550	47
TX	77551	51
TX	77554	111
TX	77560	52
TX	77562	56
TX	77563	54
TX	77564	55
TX	77565	120
TX	77566	87
TX	77568	44
TX	77571	64
TX	77573	93
TX	77575	58
TX	77577	55
TX	77578	92
TX	77581	85
TX	77583	60
TX	77584	94
TX	77585	61
TX	77586	103
TX	77587	34
TX	77590	45
TX	77591	41
TX	77597	69
TX	77598	46
TX	77611	66
TX	77612	63
TX	77616	58
TX	77619	55
TX	77622	64
TX	77624	48
TX	77625	57
TX	77627	65
TX	77630	53
TX	77632	67
TX	77640	40
TX	77642	41
TX	77651	74
TX	77655	60
TX	77656	52
TX	77657	74
TX	77659	80
TX	77660	52
TX	77662	50
TX	77664	51
TX	77665	57
TX	77701	31
TX	77702	55
TX	77703	26
TX	77705	44
TX	77706	104
TX	77707	60
TX	77708	41
TX	77713	73
TX	77801	31
TX	77802	67
TX	77803	30
TX	77807	59
TX	77808	74
TX	77830	68
TX	77831	55
TX	77833	67
TX	77835	66
TX	77836	61
TX	77837	39
TX	77840	37
TX	77845	92
TX	77853	56
TX	77856	61
TX	77857	62
TX	77859	45
TX	77861	76
TX	77864	49
TX	77865	59
TX	77868	48
TX	77871	77
TX	77872	65
TX	77873	69
TX	77879	49
TX	77880	72
TX	77901	43
TX	77904	88
TX	77905	71
TX	77954	110
TX	77957	55
TX	77962	63
TX	77963	72
TX	77964	76
TX	77968	83
TX	77971	59
TX	77974	92
TX	77975	79
TX	77979	54
TX	77983	49
TX	77984	108
TX	77990	57
TX	77994	192
TX	77995	72
TX	78002	38
TX	78003	61
TX	78004	92
TX	78005	59
TX	78006	132
TX	78008	205
TX	78009	63
TX	78010	62
TX	78011	83
TX	78012	48
TX	78013	71
TX	78014	140
TX	78015	155
TX	78016	54
TX	78017	63
TX	78022	76
TX	78023	101
TX	78024	96
TX	78025	49
TX	78026	80
TX	78027	84
TX	78028	63
TX	78039	46
TX	78040	26
TX	78041	50
TX	78043	34
TX	78045	60
TX	78046	28
TX	78052	49
TX	78055	69
TX	78056	90
TX	78057	52
TX	78058	54
TX	78059	46
TX	78061	48
TX	78063	70
TX	78064	70
TX	78065	43
TX	78066	80
TX	78067	53
TX	78069	38
TX	78070	101
TX	78071	81
TX	78072	334
TX	78073	38
TX	78076	40
TX	78101	67
TX	78102	46
TX	78108	66
TX	78109	45
TX	78112	38
TX	78113	117
TX	78114	61
TX	78116	366
TX	78117	184
TX	78118	143
TX	78119	89
TX	78121	80
TX	78122	60
TX	78123	75
TX	78124	58
TX	78130	59
TX	78132	109
TX	78133	68
TX	78140	57
TX	78141	82
TX	78148	52
TX	78151	160
TX	78152	67
TX	78154	68
TX	78155	53
TX	78159	92
TX	78160	61
TX	78161	50
TX	78163	96
TX	78164	178
TX	78201	32
TX	78202	26
TX	78203	24
TX	78204	47
TX	78205	241
TX	78207	24
TX	78208	26
TX	78209	175
TX	78210	32
TX	78211	26
TX	78212	103
TX	78213	44
TX	78214	27
TX	78215	75
TX	78216	62
TX	78217	46
TX	78218	41
TX	78219	31
TX	78220	28
TX	78221	31
TX	78222	39
TX	78223	35
TX	78224	33
TX	78225	29
TX	78226	27
TX	78227	30
TX	78228	32
TX	78229	42
TX	78230	86
TX	78231	140
TX	78232	88
TX	78233	43
TX	78234	45
TX	78235	44
TX	78236	37
TX	78237	24
TX	78238	38
TX	78239	46
TX	78240	50
TX	78242	28
TX	78244	40
TX	78245	44
TX	78247	56
TX	78248	142
TX	78249	62
TX	78250	47
TX	78251	49
TX	78252	41
TX	78253	67
TX	78254	59
TX	78255	127
TX	78256	106
TX	78257	255
TX	78258	120
TX	78259	86
TX	78260	111
TX	78261	111
TX	78263	64
TX	78264	36
TX	78266	132
TX	78330	57
TX	78332	51
TX	78336	54
TX	78340	50
TX	78343	50
TX	78344	56
TX	78349	40
TX	78353	36
TX	78355	38
TX	78357	53
TX	78361	43
TX	78362	54
TX	78363	47
TX	78368	46
TX	78369	35
TX	78370	53
TX	78372	59
TX	78373	90
TX	78374	69
TX	78375	50
TX	78376	33
TX	78377	63
TX	78379	71
TX	78380	50
TX	78382	65
TX	78383	81
TX	78384	41
TX	78387	48
TX	78389	45
TX	78390	46
TX	78391	40
TX	78393	62
TX	78401	160
TX	78402	62
TX	78404	60
TX	78405	25
TX	78406	31
TX	78407	29
TX	78408	29
TX	78409	42
TX	78410	67
TX	78411	60
TX	78412	58
TX	78413	68
TX	78414	78
TX	78415	36
TX	78416	28
TX	78417	33
TX	78418	67
TX	78501	42
TX	78503	46
TX	78504	67
TX	78516	29
TX	78520	35
TX	78521	30
TX	78526	43
TX	78536	30
TX	78537	28
TX	78538	28
TX	78539	53
TX	78541	35
TX	78542	32
TX	78550	40
TX	78552	50
TX	78557	30
TX	78559	35
TX	78560	33
TX	78563	80
TX	78566	37
TX	78569	36
TX	78570	28
TX	78572	45
TX	78573	38
TX	78574	34
TX	78575	83
TX	78576	30
TX	78577	32
TX	78578	43
TX	78580	33
TX	78582	34
TX	78583	38
TX	78584	29
TX	78586	31
TX	78588	39
TX	78589	32
TX	78591	45
TX	78593	29
TX	78595	27
TX	78596	39
TX	78597	91
TX	78598	49
TX	78602	58
TX	78605	59
TX	78606	75
TX	78608	51
TX	78609	57
TX	78610	68
TX	78611	62
TX	78612	52
TX	78613	82
TX	78614	78
TX	78615	56
TX	78616	40
TX	78617	35
TX	78618	57
TX	78619	140
TX	78620	113
TX	78621	49
TX	78623	72
TX	78624	82
TX	78626	57
TX	78628	102
TX	78629	74
TX	78631	55
TX	78632	57
TX	78633	100
TX	78634	57
TX	78636	70
TX	78638	64
TX	78639	58
TX	78640	48
TX	78641	75
TX	78642	76
TX	78643	61
TX	78644	47
TX	78645	88
TX	78648	53
TX	78650	58
TX	78652	68
TX	78653	47
TX	78654	70
TX	78655	53
TX	78656	38
TX	78657	146
TX	78659	55
TX	78660	59
TX	78662	54
TX	78663	116
TX	78664	56
TX	78665	76
TX	78666	42
TX	78669	129
TX	78671	51
TX	78672	49
TX	78676	92
TX	78681	87
TX	78701	291
TX	78702	49
TX	78703	249
TX	78704	85
TX	78705	54
TX	78717	101
TX	78719	34
TX	78721	32
TX	78722	60
TX	78723	49
TX	78724	31
TX	78725	41
TX	78726	92
TX	78727	69
TX	78728	52
TX	78729	60
TX	78730	238
TX	78731	193
TX	78732	190
TX	78733	277
TX	78734	144
TX	78735	176
TX	78736	85
TX	78737	129
TX	78738	229
TX	78739	148
TX	78741	33
TX	78742	31
TX	78744	34
TX	78745	48
TX	78746	416
TX	78747	54
TX	78748	59
TX	78749	83
TX	78750	99
TX	78751	62
TX	78752	37
TX	78753	36
TX	78754	49
TX	78756	93
TX	78757	77
TX	78758	44
TX	78759	94
TX	78801	44
TX	78827	36
TX	78828	85
TX	78829	48
TX	78830	39
TX	78832	49
TX	78833	40
TX	78834	57
TX	78838	77
TX	78839	37
TX	78840	43
TX	78850	80
TX	78852	36
TX	78861	54
TX	78870	50
TX	78873	50
TX	78877	40
TX	78879	61
TX	78880	58
TX	78881	47
TX	78883	70
TX	78884	68
TX	78886	63
TX	78931	53
TX	78932	92
TX	78933	91
TX	78934	64
TX	78935	74
TX	78938	51
TX	78940	65
TX	78941	73
TX	78942	62
TX	78943	34
TX	78944	72
TX	78945	71
TX	78946	55
TX	78947	61
TX	78948	63
TX	78949	69
TX	78950	93
TX	78953	54
TX	78954	96
TX	78956	68
TX	78957	53
TX	78959	49
TX	78962	77
TX	78963	68
TX	79001	51
TX	79005	85
TX	79007	61
TX	79009	36
TX	79010	47
TX	79011	174
TX	79012	97
TX	79013	29
TX	79014	123
TX	79015	70
TX	79018	52
TX	79019	65
TX	79022	68
TX	79024	56
TX	79027	53
TX	79029	50
TX	79031	43
TX	79034	69
TX	79035	44
TX	79036	61
TX	79039	57
TX	79040	76
TX	79041	40
TX	79042	48
TX	79043	49
TX	79044	56
TX	79045	43
TX	79046	82
TX	79052	48
TX	79057	58
TX	79059	89
TX	79061	79
TX	79062	75
TX	79063	66
TX	79064	43
TX	79065	58
TX	79068	66
TX	79070	92
TX	79072	42
TX	79079	57
TX	79080	51
TX	79081	65
TX	79082	59
TX	79083	67
TX	79084	56
TX	79086	59
TX	79087	63
TX	79088	47
TX	79092	57
TX	79095	47
TX	79096	102
TX	79097	61
TX	79098	45
TX	79101	81
TX	79102	42
TX	79103	35
TX	79104	27
TX	79106	48
TX	79107	26
TX	79108	45
TX	79109	64
TX	79110	44
TX	79111	41
TX	79118	63
TX	79119	104
TX	79121	99
TX	79124	116
TX	79201	46
TX	79225	46
TX	79226	51
TX	79227	44
TX	79229	40
TX	79235	45
TX	79237	34
TX	79241	45
TX	79244	45
TX	79245	41
TX	79248	40
TX	79250	47
TX	79252	44
TX	79255	42
TX	79256	40
TX	79257	53
TX	79261	30
TX	79311	47
TX	79312	38
TX	79313	42
TX	79316	45
TX	79322	42
TX	79323	72
TX	79325	53
TX	79329	62
TX	79331	58
TX	79336	62
TX	79339	41
TX	79342	57
TX	79343	42
TX	79345	44
TX	79346	44
TX	79347	46
TX	79350	36
TX	79351	50
TX	79355	59
TX	79356	67
TX	79357	44
TX	79358	56
TX	79359	53
TX	79360	60
TX	79363	60
TX	79364	43
TX	79366	127
TX	79367	46
TX	79370	48
TX	79371	48
TX	79372	62
TX	79373	45
TX	79377	43
TX	79379	39
TX	79381	57
TX	79382	74
TX	79401	31
TX	79403	30
TX	79404	28
TX	79407	63
TX	79410	52
TX	79411	26
TX	79412	29
TX	79413	51
TX	79414	36
TX	79415	29
TX	79416	56
TX	79423	71
TX	79424	90
TX	79501	45
TX	79502	55
TX	79504	50
TX	79506	60
TX	79508	65
TX	79510	51
TX	79511	76
TX	79512	54
TX	79520	45
TX	79521	49
TX	79525	50
TX	79526	67
TX	79527	70
TX	79528	52
TX	79529	52
TX	79530	49
TX	79532	47
TX	79533	33
TX	79536	51
TX	79538	49
TX	79541	65
TX	79543	55
TX	79544	40
TX	79545	56
TX	79546	58
TX	79547	43
TX	79549	63
TX	79553	46
TX	79556	51
TX	79561	46
TX	79562	83
TX	79563	37
TX	79565	58
TX	79566	48
TX	79567	44
TX	79601	48
TX	79602	68
TX	79603	32
TX	79605	50
TX	79606	70
TX	79607	32
TX	79701	90
TX	79703	59
TX	79705	128
TX	79706	93
TX	79707	141
TX	79713	96
TX	79714	82
TX	79718	44
TX	79720	60
TX	79731	66
TX	79734	61
TX	79735	54
TX	79738	62
TX	79739	179
TX	79741	66
TX	79745	66
TX	79749	105
TX	79752	70
TX	79756	73
TX	79758	104
TX	79761	57
TX	79762	80
TX	79763	49
TX	79764	54
TX	79765	161
TX	79766	58
TX	79772	65
TX	79782	83
TX	79821	34
TX	79830	51
TX	79835	30
TX	79836	37
TX	79839	28
TX	79843	68
TX	79849	25
TX	79852	34
TX	79901	26
TX	79902	51
TX	79903	30
TX	79904	34
TX	79905	23
TX	79906	38
TX	79907	27
TX	79908	46
TX	79911	81
TX	79912	75
TX	79915	26
TX	79922	118
TX	79924	33
TX	79925	43
TX	79927	29
TX	79928	40
TX	79930	30
TX	79932	60
TX	79934	49
TX	79935	42
TX	79936	42
TX	79938	43
UT	84001	76
UT	84003	82
UT	84004	163
UT	84005	59
UT	84006	45
UT	84007	65
UT	84010	73
UT	84013	51
UT	84014	78
UT	84015	49
UT	84017	70
UT	84020	113
UT	84021	60
UT	84022	61
UT	84023	50
UT	84025	89
UT	84026	39
UT	84028	43
UT	84029	58
UT	84032	65
UT	84035	61
UT	84036	71
UT	84037	89
UT	84039	69
UT	84040	79
UT	84041	52
UT	84042	88
UT	84043	74
UT	84044	42
UT	84045	70
UT	84046	50
UT	84047	44
UT	84049	94
UT	84050	91
UT	84051	82
UT	84052	60
UT	84053	77
UT	84054	76
UT	84055	74
UT	84056	40
UT	84057	45
UT	84058	50
UT	84060	156
UT	84061	85
UT	84062	73
UT	84063	58
UT	84065	71
UT	84066	79
UT	84067	48
UT	84069	58
UT	84070	55
UT	84071	62
UT	84072	51
UT	84074	56
UT	84075	67
UT	84076	61
UT	84078	70
UT	84081	57
UT	84082	61
UT	84083	28
UT	84084	48
UT	84085	42
UT	84086	59
UT	84087	62
UT	84088	53
UT	84092	112
UT	84093	98
UT	84094	57
UT	84095	80
UT	84096	72
UT	84097	82
UT	84098	169
UT	84101	83
UT	84102	49
UT	84103	107
UT	84104	34
UT	84105	76
UT	84106	60
UT	84107	49
UT	84108	139
UT	84109	101
UT	84111	51
UT	84112	17
UT	84115	36
UT	84116	36
UT	84117	98
UT	84118	39
UT	84119	34
UT	84120	40
UT	84121	91
UT	84123	47
UT	84124	100
UT	84128	44
UT	84302	52
UT	84306	52
UT	84307	47
UT	84308	46
UT	84309	53
UT	84310	99
UT	84311	46
UT	84312	47
UT	84314	54
UT	84315	64
UT	84317	91
UT	84318	71
UT	84319	49
UT	84320	51
UT	84321	48
UT	84324	66
UT	84325	69
UT	84328	64
UT	84331	41
UT	84332	70
UT	84333	49
UT	84335	55
UT	84337	52
UT	84338	41
UT	84339	64
UT	84340	59
UT	84341	54
UT	84401	46
UT	84403	59
UT	84404	46
UT	84405	55
UT	84414	68
UT	84501	54
UT	84511	49
UT	84520	37
UT	84521	51
UT	84525	35
UT	84526	50
UT	84532	53
UT	84533	32
UT	84535	52
UT	84542	47
UT	84601	37
UT	84604	72
UT	84606	31
UT	84621	37
UT	84623	34
UT	84624	52
UT	84627	46
UT	84629	51
UT	84630	46
UT	84631	47
UT	84635	43
UT	84642	43
UT	84645	51
UT	84647	45
UT	84648	53
UT	84651	54
UT	84653	69
UT	84654	54
UT	84655	51
UT	84660	58
UT	84663	55
UT	84664	98
UT	84667	45
UT	84701	48
UT	84713	47
UT	84714	35
UT	84720	46
UT	84721	43
UT	84722	38
UT	84724	34
UT	84737	48
UT	84738	63
UT	84739	42
UT	84741	50
UT	84744	36
UT	84745	38
UT	84747	39
UT	84751	46
UT	84754	53
UT	84757	58
UT	84765	78
UT	84770	50
UT	84773	39
UT	84774	52
UT	84775	39
UT	84779	47
UT	84780	60
UT	84782	48
UT	84783	70
UT	84790	63
VT	05001	53
VT	05032	49
VT	05033	49
VT	05034	64
VT	05035	44
VT	05036	56
VT	05037	67
VT	05038	50
VT	05039	41
VT	05040	43
VT	05041	45
VT	05042	46
VT	05043	70
VT	05045	53
VT	05046	46
VT	05048	60
VT	05051	44
VT	05052	51
VT	05053	75
VT	05055	127
VT	05056	58
VT	05058	53
VT	05060	50
VT	05061	51
VT	05062	49
VT	05065	62
VT	05067	77
VT	05068	47
VT	05069	43
VT	05070	74
VT	05071	110
VT	05072	65
VT	05075	72
VT	05076	38
VT	05077	53
VT	05079	44
VT	05081	36
VT	05083	45
VT	05084	49
VT	05086	44
VT	05089	48
VT	05091	84
VT	05101	41
VT	05142	53
VT	05143	49
VT	05146	54
VT	05148	67
VT	05149	52
VT	05150	41
VT	05151	55
VT	05152	63
VT	05153	47
VT	05154	54
VT	05155	52
VT	05156	47
VT	05158	49
VT	05161	115
VT	05201	44
VT	05250	56
VT	05251	96
VT	05252	38
VT	05253	59
VT	05255	88
VT	05257	53
VT	05260	47
VT	05261	44
VT	05262	60
VT	05301	51
VT	05340	95
VT	05341	56
VT	05342	50
VT	05343	46
VT	05345	52
VT	05346	60
VT	05350	45
VT	05352	57
VT	05353	52
VT	05354	59
VT	05355	43
VT	05356	46
VT	05358	38
VT	05359	53
VT	05360	45
VT	05361	50
VT	05362	64
VT	05363	50
VT	05401	61
VT	05403	77
VT	05404	42
VT	05408	59
VT	05440	49
VT	05441	49
VT	05442	39
VT	05443	55
VT	05444	60
VT	05445	149
VT	05446	67
VT	05448	52
VT	05450	51
VT	05452	69
VT	05454	64
VT	05455	58
VT	05456	59
VT	05457	50
VT	05458	71
VT	05459	43
VT	05461	70
VT	05462	61
VT	05463	43
VT	05464	51
VT	05465	82
VT	05468	56
VT	05471	49
VT	05472	61
VT	05473	64
VT	05474	65
VT	05476	39
VT	05477	79
VT	05478	52
VT	05482	155
VT	05483	48
VT	05486	89
VT	05487	50
VT	05488	53
VT	05489	80
VT	05491	54
VT	05492	45
VT	05494	70
VT	05495	86
VT	05602	65
VT	05641	50
VT	05647	46
VT	05648	57
VT	05649	47
VT	05650	59
VT	05651	67
VT	05652	35
VT	05653	38
VT	05654	42
VT	05655	52
VT	05656	40
VT	05658	46
VT	05660	74
VT	05661	59
VT	05663	52
VT	05667	50
VT	05669	48
VT	05672	113
VT	05673	80
VT	05674	81
VT	05675	46
VT	05676	67
VT	05677	101
VT	05679	46
VT	05680	44
VT	05681	44
VT	05682	58
VT	05701	50
VT	05730	55
VT	05732	51
VT	05733	50
VT	05734	57
VT	05735	49
VT	05736	54
VT	05737	62
VT	05738	63
VT	05739	42
VT	05742	55
VT	05743	42
VT	05744	54
VT	05747	40
VT	05748	40
VT	05751	68
VT	05753	73
VT	05757	52
VT	05758	44
VT	05759	49
VT	05760	51
VT	05761	58
VT	05762	57
VT	05763	59
VT	05764	44
VT	05765	49
VT	05766	58
VT	05767	52
VT	05769	50
VT	05770	61
VT	05772	49
VT	05773	53
VT	05774	46
VT	05775	47
VT	05776	38
VT	05777	46
VT	05778	44
VT	05819	49
VT	05820	37
VT	05821	53
VT	05822	40
VT	05824	41
VT	05826	46
VT	05827	50
VT	05828	62
VT	05829	51
VT	05830	38
VT	05832	59
VT	05833	39
VT	05836	43
VT	05837	37
VT	05839	41
VT	05841	77
VT	05842	38
VT	05843	43
VT	05845	42
VT	05846	35
VT	05847	37
VT	05850	38
VT	05851	42
VT	05853	48
VT	05855	45
VT	05857	44
VT	05858	32
VT	05859	42
VT	05860	42
VT	05862	74
VT	05866	41
VT	05867	44
VT	05868	40
VT	05871	42
VT	05872	33
VT	05873	45
VT	05874	42
VT	05875	47
VT	05903	45
VT	05904	23
VT	05905	40
VT	05906	37
VA	20105	124
VA	20106	74
VA	20109	47
VA	20110	60
VA	20111	62
VA	20112	102
VA	20115	105
VA	20117	197
VA	20119	73
VA	20120	94
VA	20121	71
VA	20124	167
VA	20129	191
VA	20130	83
VA	20132	122
VA	20135	95
VA	20136	99
VA	20137	97
VA	20141	125
VA	20143	116
VA	20144	205
VA	20147	109
VA	20148	146
VA	20151	94
VA	20152	126
VA	20155	102
VA	20158	145
VA	20164	58
VA	20165	115
VA	20166	78
VA	20169	133
VA	20170	85
VA	20171	125
VA	20175	125
VA	20176	119
VA	20180	109
VA	20181	98
VA	20184	139
VA	20186	85
VA	20187	103
VA	20190	114
VA	20191	101
VA	20194	152
VA	20197	185
VA	20198	208
VA	22003	81
VA	22015	95
VA	22025	90
VA	22026	57
VA	22027	182
VA	22030	98
VA	22031	94
VA	22032	104
VA	22033	101
VA	22039	190
VA	22041	65
VA	22042	76
VA	22043	102
VA	22044	88
VA	22046	136
VA	22060	68
VA	22066	364
VA	22079	88
VA	22101	379
VA	22102	263
VA	22124	221
VA	22134	42
VA	22150	65
VA	22151	77
VA	22152	92
VA	22153	99
VA	22172	60
VA	22180	127
VA	22181	162
VA	22182	231
VA	22191	58
VA	22192	78
VA	22193	62
VA	22201	117
VA	22202	105
VA	22203	98
VA	22204	67
VA	22205	142
VA	22206	89
VA	22207	220
VA	22209	125
VA	22211	34
VA	22213	162
VA	22301	149
VA	22302	121
VA	22303	72
VA	22304	81
VA	22305	83
VA	22306	61
VA	22307	141
VA	22308	182
VA	22309	77
VA	22310	91
VA	22311	62
VA	22312	69
VA	22314	149
