state	zip	pci
IA	50860	32
IA	50861	40
IA	50864	49
IA	51001	57
IA	51002	60
IA	51003	62
IA	51004	55
IA	51005	64
IA	51006	52
IA	51007	64
IA	51010	48
IA	51012	55
IA	51014	76
IA	51016	56
IA	51018	50
IA	51019	65
IA	51020	73
IA	51022	58
IA	51023	51
IA	51024	71
IA	51025	67
IA	51026	56
IA	51027	64
IA	51028	65
IA	51029	52
IA	51030	71
IA	51031	62
IA	51033	56
IA	51034	54
IA	51035	64
IA	51036	72
IA	51037	62
IA	51038	58
IA	51039	65
IA	51040	52
IA	51041	76
IA	51044	45
IA	51046	57
IA	51047	55
IA	51048	65
IA	51049	54
IA	51050	63
IA	51052	58
IA	51053	58
IA	51054	65
IA	51055	61
IA	51056	55
IA	51058	65
IA	51060	50
IA	51061	54
IA	51062	53
IA	51063	56
IA	51101	31
IA	51103	35
IA	51104	57
IA	51105	28
IA	51106	57
IA	51108	66
IA	51109	43
IA	51201	62
IA	51230	65
IA	51231	54
IA	51232	50
IA	51234	63
IA	51235	70
IA	51237	52
IA	51238	66
IA	51239	65
IA	51240	65
IA	51241	69
IA	51243	54
IA	51245	63
IA	51246	69
IA	51247	89
IA	51248	58
IA	51249	54
IA	51250	87
IA	51301	60
IA	51331	82
IA	51333	51
IA	51334	50
IA	51338	60
IA	51342	52
IA	51343	50
IA	51345	59
IA	51346	59
IA	51347	59
IA	51350	52
IA	51351	69
IA	51354	55
IA	51355	110
IA	51357	53
IA	51358	46
IA	51360	75
IA	51364	47
IA	51365	46
IA	51366	58
IA	51401	64
IA	51430	54
IA	51431	52
IA	51433	48
IA	51436	77
IA	51439	54
IA	51440	52
IA	51441	38
IA	51442	50
IA	51443	58
IA	51445	75
IA	51446	53
IA	51448	69
IA	51449	56
IA	51450	59
IA	51453	54
IA	51454	53
IA	51455	63
IA	51458	62
IA	51461	60
IA	51462	49
IA	51463	75
IA	51465	56
IA	51466	55
IA	51467	64
IA	51501	39
IA	51503	65
IA	51510	46
IA	51521	60
IA	51523	47
IA	51525	59
IA	51526	65
IA	51527	56
IA	51528	49
IA	51529	62
IA	51530	62
IA	51531	57
IA	51532	49
IA	51533	64
IA	51534	70
IA	51535	57
IA	51536	58
IA	51537	61
IA	51540	56
IA	51541	58
IA	51542	74
IA	51543	48
IA	51544	57
IA	51545	42
IA	51546	62
IA	51548	65
IA	51549	67
IA	51551	61
IA	51552	47
IA	51553	64
IA	51555	57
IA	51556	48
IA	51557	55
IA	51558	58
IA	51559	63
IA	51560	55
IA	51561	60
IA	51562	64
IA	51563	57
IA	51564	50
IA	51565	72
IA	51566	50
IA	51570	52
IA	51571	76
IA	51572	48
IA	51573	58
IA	51575	71
IA	51576	69
IA	51577	57
IA	51579	57
IA	51601	51
IA	51631	41
IA	51632	54
IA	51636	52
IA	51638	55
IA	51639	64
IA	51640	60
IA	51645	62
IA	51646	46
IA	51649	57
IA	51650	43
IA	51652	57
IA	51653	59
IA	51654	56
IA	52001	46
IA	52002	70
IA	52003	88
IA	52031	61
IA	52032	48
IA	52033	67
IA	52035	47
IA	52037	62
IA	52038	49
IA	52039	62
IA	52040	61
IA	52041	56
IA	52042	52
IA	52043	63
IA	52045	57
IA	52046	58
IA	52047	52
IA	52048	40
IA	52049	56
IA	52050	43
IA	52052	50
IA	52053	50
IA	52054	57
IA	52057	57
IA	52060	48
IA	52064	48
IA	52065	53
IA	52068	89
IA	52069	53
IA	52070	53
IA	52072	49
IA	52073	59
IA	52074	48
IA	52076	50
IA	52077	42
IA	52078	58
IA	52079	51
IA	52101	63
IA	52132	54
IA	52133	46
IA	52134	58
IA	52135	50
IA	52136	51
IA	52140	44
IA	52141	54
IA	52142	51
IA	52144	61
IA	52146	47
IA	52147	47
IA	52151	49
IA	52154	64
IA	52155	56
IA	52156	51
IA	52157	50
IA	52159	51
IA	52160	53
IA	52161	57
IA	52162	42
IA	52165	54
IA	52169	42
IA	52170	57
IA	52171	54
IA	52172	50
IA	52175	51
IA	52201	54
IA	52202	58
IA	52203	67
IA	52205	58
IA	52206	80
IA	52207	48
IA	52208	49
IA	52209	55
IA	52210	57
IA	52211	55
IA	52212	50
IA	52213	73
IA	52214	59
IA	52215	48
IA	52216	55
IA	52217	48
IA	52218	56
IA	52222	46
IA	52223	55
IA	52224	68
IA	52225	51
IA	52227	78
IA	52228	77
IA	52229	53
IA	52231	54
IA	52233	57
IA	52236	64
IA	52237	47
IA	52240	59
IA	52241	74
IA	52245	75
IA	52246	73
IA	52247	56
IA	52248	63
IA	52249	60
IA	52251	45
IA	52253	63
IA	52254	43
IA	52255	60
IA	52257	52
IA	52301	52
IA	52302	68
IA	52305	60
IA	52306	55
IA	52309	42
IA	52310	57
IA	52313	55
IA	52314	80
IA	52315	59
IA	52316	52
IA	52317	69
IA	52318	57
IA	52320	48
IA	52321	42
IA	52322	64
IA	52323	38
IA	52324	71
IA	52325	62
IA	52326	45
IA	52327	71
IA	52328	110
IA	52329	54
IA	52330	67
IA	52332	57
IA	52333	96
IA	52334	54
IA	52335	42
IA	52336	60
IA	52337	51
IA	52338	101
IA	52339	43
IA	52340	63
IA	52341	90
IA	52342	46
IA	52345	63
IA	52346	66
IA	52347	61
IA	52349	57
IA	52351	88
IA	52352	61
IA	52353	52
IA	52354	63
IA	52355	47
IA	52356	57
IA	52358	64
IA	52359	41
IA	52361	70
IA	52362	51
IA	52401	49
IA	52402	61
IA	52403	79
IA	52404	46
IA	52405	53
IA	52411	138
IA	52501	46
IA	52530	78
IA	52531	49
IA	52533	47
IA	52534	36
IA	52535	45
IA	52536	49
IA	52537	52
IA	52540	47
IA	52542	45
IA	52543	77
IA	52544	42
IA	52549	39
IA	52550	39
IA	52551	44
IA	52552	44
IA	52553	51
IA	52554	39
IA	52555	38
IA	52556	65
IA	52560	46
IA	52561	51
IA	52563	52
IA	52565	54
IA	52567	49
IA	52569	47
IA	52570	38
IA	52571	48
IA	52572	40
IA	52574	42
IA	52576	45
IA	52577	55
IA	52580	63
IA	52581	43
IA	52583	43
IA	52584	35
IA	52585	58
IA	52586	54
IA	52590	37
IA	52591	54
IA	52594	45
IA	52601	50
IA	52619	49
IA	52620	40
IA	52621	50
IA	52623	58
IA	52625	52
IA	52626	43
IA	52627	51
IA	52630	46
IA	52632	44
IA	52635	42
IA	52637	61
IA	52638	50
IA	52639	46
IA	52640	52
IA	52641	53
IA	52644	50
IA	52645	52
IA	52646	56
IA	52649	51
IA	52650	61
IA	52651	47
IA	52653	50
IA	52654	52
IA	52655	56
IA	52656	67
IA	52658	64
IA	52659	52
IA	52660	53
IA	52720	54
IA	52721	59
IA	52722	97
IA	52726	74
IA	52727	53
IA	52729	58
IA	52730	53
IA	52731	57
IA	52732	47
IA	52737	40
IA	52738	48
IA	52739	40
IA	52742	64
IA	52745	55
IA	52746	62
IA	52747	62
IA	52748	76
IA	52749	57
IA	52750	55
IA	52751	55
IA	52753	90
IA	52754	59
IA	52755	61
IA	52756	74
IA	52760	57
IA	52761	56
IA	52765	56
IA	52766	56
IA	52768	63
IA	52769	60
IA	52772	63
IA	52773	62
IA	52776	55
IA	52777	52
IA	52778	56
IA	52801	42
IA	52802	31
IA	52803	52
IA	52804	45
IA	52806	50
IA	52807	82
KS	66002	48
KS	66006	64
KS	66007	72
KS	66008	54
KS	66010	44
KS	66012	57
KS	66013	135
KS	66014	54
KS	66015	42
KS	66016	52
KS	66017	66
KS	66018	67
KS	66020	60
KS	66021	59
KS	66023	46
KS	66025	57
KS	66026	47
KS	66027	65
KS	66030	58
KS	66032	48
KS	66033	57
KS	66035	50
KS	66039	45
KS	66040	48
KS	66041	51
KS	66042	49
KS	66043	62
KS	66044	46
KS	66046	43
KS	66047	75
KS	66048	54
KS	66049	76
KS	66050	59
KS	66052	68
KS	66053	81
KS	66054	55
KS	66056	48
KS	66058	42
KS	66060	51
KS	66061	79
KS	66062	81
KS	66064	42
KS	66066	55
KS	66067	47
KS	66070	59
KS	66071	60
KS	66072	52
KS	66073	58
KS	66075	40
KS	66076	46
KS	66078	46
KS	66079	60
KS	66080	45
KS	66083	78
KS	66085	159
KS	66086	63
KS	66087	52
KS	66088	56
KS	66090	52
KS	66091	32
KS	66092	61
KS	66093	55
KS	66094	42
KS	66095	50
KS	66097	52
KS	66101	25
KS	66102	29
KS	66103	35
KS	66104	31
KS	66105	26
KS	66106	37
KS	66109	61
KS	66111	44
KS	66112	38
KS	66202	56
KS	66203	49
KS	66204	47
KS	66205	104
KS	66206	165
KS	66207	131
KS	66208	196
KS	66209	163
KS	66210	72
KS	66211	363
KS	66212	57
KS	66213	99
KS	66214	55
KS	66215	68
KS	66216	81
KS	66217	122
KS	66218	99
KS	66219	74
KS	66220	176
KS	66221	173
KS	66223	110
KS	66224	256
KS	66226	103
KS	66227	98
KS	66401	54
KS	66402	87
KS	66403	49
KS	66404	69
KS	66406	53
KS	66407	52
KS	66408	75
KS	66409	73
KS	66411	44
KS	66412	51
KS	66413	44
KS	66414	46
KS	66415	56
KS	66416	44
KS	66417	52
KS	66418	53
KS	66419	41
KS	66422	41
KS	66423	47
KS	66424	51
KS	66425	56
KS	66427	57
KS	66428	49
KS	66429	50
KS	66431	43
KS	66432	47
KS	66434	54
KS	66436	50
KS	66438	48
KS	66439	39
KS	66440	55
KS	66441	40
KS	66442	27
KS	66449	46
KS	66451	52
KS	66502	49
KS	66503	84
KS	66507	62
KS	66508	59
KS	66509	45
KS	66510	47
KS	66512	55
KS	66514	58
KS	66515	57
KS	66516	44
KS	66517	36
KS	66520	61
KS	66521	53
KS	66523	44
KS	66524	53
KS	66526	55
KS	66527	54
KS	66528	45
KS	66531	50
KS	66532	55
KS	66533	52
KS	66534	70
KS	66535	55
KS	66536	54
KS	66537	46
KS	66538	59
KS	66539	64
KS	66540	45
KS	66541	42
KS	66542	66
KS	66543	47
KS	66544	60
KS	66546	63
KS	66547	63
KS	66548	47
KS	66549	50
KS	66550	44
KS	66552	44
KS	66554	53
KS	66603	28
KS	66604	47
KS	66605	42
KS	66606	46
KS	66607	25
KS	66608	32
KS	66609	46
KS	66610	113
KS	66611	49
KS	66612	24
KS	66614	62
KS	66615	76
KS	66616	33
KS	66617	58
KS	66618	67
KS	66619	37
KS	66701	42
KS	66710	40
KS	66711	42
KS	66712	40
KS	66713	41
KS	66716	33
KS	66717	42
KS	66720	47
KS	66724	38
KS	66725	46
KS	66732	39
KS	66733	50
KS	66734	43
KS	66735	38
KS	66736	51
KS	66738	45
KS	66739	37
KS	66740	39
KS	66743	48
KS	66746	40
KS	66748	45
KS	66749	42
KS	66751	31
KS	66753	43
KS	66754	37
KS	66755	41
KS	66756	38
KS	66757	45
KS	66761	36
KS	66762	55
KS	66763	46
KS	66767	41
KS	66769	39
KS	66770	47
KS	66771	47
KS	66772	34
KS	66773	45
KS	66776	49
KS	66777	43
KS	66779	44
KS	66780	38
KS	66781	42
KS	66783	43
KS	66801	46
KS	66830	50
KS	66833	49
KS	66834	49
KS	66835	49
KS	66839	62
KS	66840	56
KS	66842	50
KS	66843	71
KS	66845	43
KS	66846	52
KS	66849	50
KS	66851	36
KS	66852	57
KS	66853	41
KS	66854	39
KS	66856	58
KS	66857	52
KS	66858	46
KS	66860	54
KS	66861	50
KS	66864	42
KS	66865	54
KS	66866	48
KS	66868	55
KS	66869	42
KS	66871	59
KS	66872	46
KS	66873	41
KS	66901	44
KS	66933	35
KS	66935	51
KS	66936	41
KS	66937	54
KS	66938	53
KS	66939	63
KS	66940	43
KS	66941	59
KS	66942	57
KS	66943	42
KS	66944	50
KS	66945	48
KS	66948	51
KS	66949	46
KS	66951	49
KS	66952	41
KS	66953	52
KS	66956	42
KS	66958	38
KS	66959	40
KS	66962	58
KS	66966	53
KS	66967	47
KS	66968	43
KS	67001	81
KS	67002	95
KS	67003	64
KS	67004	48
KS	67005	43
KS	67008	59
KS	67009	56
KS	67010	57
KS	67013	54
KS	67017	79
KS	67019	47
KS	67020	58
KS	67022	52
KS	67024	47
KS	67025	66
KS	67026	64
KS	67029	52
KS	67030	79
KS	67031	56
KS	67035	59
KS	67037	65
KS	67038	53
KS	67039	58
KS	67042	51
KS	67045	47
KS	67047	40
KS	67050	63
KS	67051	55
KS	67052	80
KS	67054	58
KS	67056	54
KS	67057	58
KS	67058	54
KS	67059	49
KS	67060	49
KS	67062	63
KS	67063	57
KS	67065	59
KS	67066	67
KS	67067	72
KS	67068	56
KS	67070	74
KS	67072	47
KS	67073	49
KS	67074	54
KS	67101	79
KS	67103	54
KS	67104	57
KS	67106	55
KS	67107	80
KS	67108	57
KS	67109	53
KS	67110	58
KS	67111	48
KS	67112	49
KS	67114	50
KS	67117	66
KS	67118	56
KS	67119	61
KS	67120	59
KS	67123	45
KS	67124	58
KS	67127	60
KS	67131	59
KS	67132	44
KS	67133	66
KS	67134	73
KS	67135	62
KS	67137	43
KS	67138	54
KS	67140	52
KS	67142	48
KS	67144	63
KS	67146	55
KS	67147	68
KS	67149	75
KS	67151	54
KS	67152	48
KS	67154	61
KS	67156	52
KS	67159	56
KS	67202	96
KS	67203	40
KS	67204	54
KS	67205	104
KS	67206	174
KS	67207	48
KS	67208	51
KS	67209	58
KS	67210	37
KS	67211	31
KS	67212	54
KS	67213	31
KS	67214	24
KS	67215	60
KS	67216	33
KS	67217	38
KS	67218	41
KS	67219	42
KS	67220	53
KS	67223	105
KS	67226	88
KS	67227	77
KS	67228	186
KS	67230	160
KS	67232	82
KS	67235	90
KS	67301	47
KS	67330	49
KS	67332	37
KS	67333	45
KS	67335	43
KS	67336	33
KS	67337	43
KS	67341	37
KS	67342	48
KS	67344	48
KS	67346	47
KS	67347	57
KS	67349	44
KS	67351	52
KS	67352	35
KS	67353	39
KS	67354	41
KS	67356	41
KS	67357	43
KS	67360	38
KS	67361	51
KS	67401	53
KS	67410	49
KS	67416	53
KS	67420	56
KS	67422	53
KS	67423	43
KS	67425	54
KS	67427	49
KS	67428	54
KS	67430	44
KS	67431	52
KS	67432	52
KS	67436	43
KS	67437	50
KS	67438	46
KS	67439	53
KS	67441	43
KS	67442	61
KS	67443	62
KS	67444	46
KS	67445	41
KS	67446	58
KS	67447	44
KS	67448	56
KS	67449	44
KS	67450	60
KS	67451	55
KS	67454	44
KS	67455	46
KS	67456	55
KS	67457	53
KS	67458	55
KS	67460	61
KS	67464	50
KS	67466	40
KS	67467	50
KS	67468	46
KS	67470	51
KS	67473	51
KS	67474	46
KS	67480	51
KS	67481	40
KS	67483	45
KS	67484	47
KS	67485	56
KS	67487	52
KS	67490	48
KS	67491	56
KS	67492	42
KS	67501	34
KS	67502	70
KS	67505	41
KS	67510	44
KS	67511	50
KS	67512	45
KS	67514	39
KS	67516	59
KS	67520	51
KS	67522	62
KS	67523	63
KS	67524	50
KS	67525	61
KS	67526	61
KS	67529	49
KS	67530	56
KS	67543	49
KS	67544	48
KS	67545	44
KS	67546	58
KS	67547	53
KS	67548	51
KS	67550	49
KS	67552	62
KS	67554	52
KS	67556	45
KS	67557	56
KS	67560	68
KS	67561	40
KS	67563	58
KS	67564	49
KS	67565	44
KS	67566	41
KS	67567	48
KS	67568	41
KS	67570	52
KS	67572	57
KS	67574	58
KS	67575	45
KS	67576	56
KS	67578	52
KS	67579	61
KS	67581	45
KS	67583	44
KS	67584	65
KS	67601	62
KS	67621	44
KS	67622	45
KS	67623	46
KS	67625	46
KS	67631	47
KS	67632	36
KS	67634	45
KS	67637	60
KS	67638	39
KS	67640	57
KS	67642	51
KS	67643	41
KS	67644	41
KS	67645	51
KS	67646	51
KS	67647	56
KS	67648	37
KS	67649	39
KS	67650	57
KS	67651	49
KS	67653	35
KS	67654	51
KS	67657	54
KS	67661	49
KS	67663	55
KS	67664	57
KS	67665	55
KS	67669	48
KS	67671	60
KS	67672	60
KS	67701	57
KS	67730	61
KS	67731	53
KS	67732	59
KS	67735	47
KS	67737	62
KS	67738	60
KS	67739	52
KS	67740	71
KS	67741	45
KS	67744	47
KS	67745	60
KS	67748	61
KS	67749	49
KS	67751	45
KS	67752	58
KS	67753	60
KS	67756	54
KS	67757	58
KS	67758	60
KS	67761	57
KS	67762	60
KS	67764	59
KS	67801	44
KS	67831	53
KS	67834	61
KS	67835	64
KS	67837	73
KS	67838	46
KS	67839	57
KS	67841	51
KS	67842	66
KS	67844	52
KS	67846	54
KS	67849	63
KS	67850	67
KS	67851	53
KS	67853	75
KS	67854	55
KS	67855	66
KS	67859	68
KS	67860	61
KS	67861	59
KS	67862	43
KS	67863	67
KS	67864	56
KS	67865	50
KS	67867	73
KS	67869	82
KS	67870	56
KS	67871	64
KS	67876	58
KS	67877	63
KS	67878	49
KS	67879	58
KS	67880	58
KS	67882	56
KS	67901	45
KS	67950	55
KS	67951	64
KS	67952	55
KS	67954	53
KY	40003	50
KY	40004	51
KY	40006	46
KY	40007	44
KY	40008	46
KY	40009	35
KY	40010	92
KY	40011	47
KY	40012	42
KY	40013	56
KY	40014	81
KY	40019	45
KY	40022	71
KY	40023	96
KY	40026	114
KY	40031	65
KY	40033	44
KY	40036	35
KY	40037	42
KY	40040	39
KY	40045	45
KY	40046	49
KY	40047	56
KY	40050	42
KY	40051	42
KY	40052	37
KY	40055	56
KY	40056	77
KY	40057	42
KY	40059	184
KY	40060	40
KY	40062	38
KY	40065	52
KY	40067	88
KY	40068	61
KY	40069	46
KY	40070	44
KY	40071	58
KY	40075	45
KY	40076	54
KY	40077	57
KY	40078	40
KY	40104	40
KY	40107	47
KY	40108	52
KY	40109	49
KY	40111	42
KY	40115	38
KY	40117	46
KY	40118	36
KY	40119	44
KY	40121	49
KY	40140	41
KY	40142	50
KY	40143	50
KY	40144	43
KY	40145	36
KY	40146	44
KY	40150	45
KY	40152	46
KY	40155	30
KY	40157	40
KY	40160	38
KY	40162	55
KY	40165	50
KY	40170	32
KY	40171	46
KY	40175	49
KY	40176	43
KY	40177	38
KY	40178	42
KY	40202	108
KY	40203	26
KY	40204	69
KY	40205	96
KY	40206	70
KY	40207	115
KY	40208	31
KY	40209	30
KY	40210	22
KY	40211	25
KY	40212	23
KY	40213	40
KY	40214	38
KY	40215	27
KY	40216	36
KY	40217	40
KY	40218	34
KY	40219	35
KY	40220	53
KY	40222	99
KY	40223	94
KY	40228	51
KY	40229	43
KY	40241	91
KY	40242	62
KY	40243	63
KY	40245	117
KY	40258	41
KY	40272	43
KY	40291	57
KY	40299	66
KY	40311	39
KY	40312	33
KY	40313	29
KY	40316	36
KY	40322	34
KY	40324	59
KY	40328	38
KY	40330	46
KY	40336	38
KY	40337	35
KY	40342	50
KY	40346	33
KY	40347	73
KY	40351	44
KY	40353	48
KY	40356	63
KY	40358	41
KY	40359	44
KY	40360	38
KY	40361	49
KY	40370	53
KY	40371	36
KY	40372	51
KY	40374	37
KY	40379	52
KY	40380	38
KY	40383	68
KY	40385	41
KY	40387	32
KY	40390	48
KY	40391	48
KY	40402	37
KY	40403	47
KY	40409	38
KY	40419	34
KY	40422	54
KY	40437	39
KY	40440	35
KY	40442	34
KY	40444	46
KY	40445	32
KY	40447	36
KY	40456	39
KY	40460	33
KY	40461	47
KY	40464	37
KY	40468	43
KY	40472	33
KY	40475	53
KY	40481	38
KY	40484	43
KY	40486	34
KY	40489	35
KY	40502	109
KY	40503	57
KY	40504	38
KY	40505	35
KY	40507	84
KY	40508	35
KY	40509	72
KY	40510	108
KY	40511	49
KY	40513	119
KY	40514	67
KY	40515	75
KY	40516	67
KY	40517	37
KY	40601	50
KY	40701	41
KY	40729	48
KY	40734	34
KY	40737	32
KY	40740	33
KY	40741	45
KY	40744	45
KY	40759	29
KY	40763	26
KY	40769	34
KY	40771	27
KY	40806	42
KY	40810	35
KY	40813	38
KY	40815	31
KY	40819	34
KY	40820	25
KY	40823	36
KY	40826	32
KY	40827	42
KY	40828	32
KY	40831	47
KY	40845	26
KY	40856	33
KY	40862	44
KY	40863	35
KY	40865	38
KY	40868	34
KY	40870	37
KY	40873	34
KY	40902	25
KY	40903	27
KY	40906	38
KY	40914	32
KY	40915	32
KY	40923	29
KY	40927	34
KY	40935	29
KY	40939	32
KY	40940	29
KY	40943	31
KY	40949	37
KY	40953	30
KY	40958	28
KY	40962	36
KY	40965	34
KY	40972	28
KY	40977	37
KY	40988	28
KY	41001	62
KY	41002	41
KY	41003	42
KY	41004	43
KY	41005	59
KY	41006	52
KY	41007	61
KY	41008	45
KY	41010	42
KY	41011	66
KY	41014	33
KY	41015	50
KY	41016	46
KY	41017	145
KY	41018	48
KY	41030	49
KY	41031	47
KY	41033	45
KY	41034	43
KY	41035	45
KY	41039	38
KY	41040	43
KY	41041	43
KY	41042	52
KY	41043	51
KY	41044	42
KY	41045	45
KY	41046	41
KY	41048	79
KY	41049	40
KY	41051	59
KY	41052	45
KY	41055	50
KY	41056	50
KY	41059	60
KY	41063	52
KY	41064	40
KY	41071	48
KY	41073	58
KY	41074	41
KY	41075	85
KY	41076	63
KY	41080	56
KY	41083	47
KY	41086	47
KY	41091	99
KY	41092	67
KY	41093	36
KY	41094	63
KY	41095	41
KY	41097	44
KY	41098	40
KY	41101	54
KY	41102	52
KY	41121	46
KY	41124	34
KY	41129	59
KY	41132	35
KY	41139	47
KY	41141	39
KY	41143	46
KY	41144	45
KY	41146	28
KY	41149	34
KY	41159	32
KY	41164	37
KY	41166	43
KY	41168	45
KY	41169	61
KY	41171	40
KY	41174	41
KY	41175	45
KY	41179	37
KY	41180	37
KY	41183	47
KY	41189	41
KY	41203	32
KY	41204	31
KY	41214	35
KY	41216	50
KY	41219	36
KY	41222	43
KY	41224	44
KY	41230	45
KY	41231	42
KY	41232	39
KY	41234	36
KY	41238	47
KY	41240	48
KY	41250	37
KY	41254	44
KY	41255	37
KY	41256	58
KY	41257	41
KY	41260	36
KY	41262	33
KY	41263	43
KY	41264	42
KY	41265	43
KY	41267	30
KY	41274	39
KY	41301	33
KY	41311	35
KY	41314	31
KY	41317	29
KY	41332	33
KY	41339	39
KY	41348	34
KY	41352	35
KY	41360	31
KY	41365	34
KY	41385	30
KY	41408	30
KY	41421	37
KY	41425	34
KY	41464	29
KY	41465	40
KY	41472	41
KY	41501	55
KY	41503	57
KY	41512	38
KY	41513	35
KY	41514	44
KY	41519	44
KY	41522	38
KY	41524	38
KY	41527	75
KY	41528	34
KY	41531	42
KY	41535	37
KY	41537	39
KY	41539	41
KY	41540	42
KY	41543	35
KY	41544	35
KY	41548	35
KY	41553	41
KY	41554	38
KY	41555	35
KY	41557	42
KY	41558	39
KY	41559	36
KY	41560	39
KY	41562	36
KY	41563	29
KY	41564	45
KY	41566	37
KY	41568	29
KY	41571	38
KY	41572	41
KY	41601	49
KY	41602	41
KY	41603	49
KY	41604	35
KY	41605	39
KY	41606	34
KY	41607	32
KY	41615	46
KY	41616	42
KY	41622	41
KY	41630	36
KY	41631	33
KY	41632	35
KY	41635	40
KY	41636	30
KY	41640	38
KY	41642	42
KY	41645	40
KY	41647	35
KY	41649	37
KY	41650	29
KY	41653	50
KY	41655	30
KY	41659	57
KY	41660	28
KY	41666	35
KY	41667	26
KY	41669	28
KY	41701	49
KY	41712	33
KY	41713	26
KY	41714	39
KY	41719	34
KY	41721	35
KY	41722	32
KY	41723	30
KY	41727	45
KY	41731	40
KY	41740	39
KY	41746	40
KY	41749	41
KY	41751	42
KY	41754	39
KY	41759	39
KY	41763	39
KY	41764	42
KY	41773	34
KY	41774	38
KY	41776	39
KY	41777	36
KY	41804	42
KY	41815	36
KY	41817	31
KY	41819	35
KY	41821	40
KY	41822	48
KY	41824	37
KY	41825	36
KY	41826	37
KY	41828	34
KY	41831	44
KY	41832	41
KY	41834	32
KY	41835	33
KY	41836	34
KY	41837	40
KY	41838	39
KY	41839	31
KY	41840	39
KY	41843	32
KY	41844	39
KY	41845	33
KY	41847	38
KY	41855	35
KY	41858	45
KY	41862	35
KY	42001	69
KY	42003	45
KY	42020	47
KY	42021	48
KY	42023	47
KY	42024	46
KY	42025	53
KY	42027	52
KY	42028	45
KY	42029	51
KY	42031	44
KY	42035	69
KY	42036	39
KY	42038	50
KY	42039	45
KY	42040	41
KY	42041	39
KY	42044	56
KY	42045	46
KY	42048	35
KY	42049	43
KY	42050	38
KY	42051	48
KY	42053	56
KY	42054	46
KY	42055	49
KY	42056	50
KY	42058	44
KY	42064	44
KY	42066	44
KY	42069	52
KY	42071	48
KY	42076	44
KY	42078	44
KY	42079	46
KY	42081	48
KY	42082	48
KY	42083	43
KY	42085	36
KY	42086	57
KY	42087	49
KY	42088	42
KY	42101	35
KY	42103	81
KY	42104	58
KY	42120	34
KY	42122	70
KY	42123	39
KY	42127	38
KY	42129	33
KY	42133	37
KY	42134	43
KY	42140	33
KY	42141	45
KY	42154	34
KY	42156	38
KY	42157	29
KY	42159	46
KY	42160	35
KY	42164	40
KY	42166	35
KY	42167	40
KY	42170	47
KY	42171	45
KY	42202	49
KY	42204	56
KY	42206	45
KY	42207	35
KY	42210	38
KY	42211	46
KY	42214	34
KY	42215	47
KY	42217	44
KY	42220	45
KY	42223	27
KY	42232	53
KY	42234	43
KY	42236	58
KY	42240	45
KY	42254	34
KY	42256	45
KY	42259	37
KY	42261	40
KY	42262	29
KY	42265	72
KY	42266	49
KY	42273	47
KY	42274	48
KY	42275	41
KY	42276	44
KY	42280	33
KY	42285	39
KY	42286	57
KY	42301	48
KY	42303	56
KY	42320	40
KY	42321	36
KY	42323	44
KY	42324	49
KY	42325	42
KY	42326	37
KY	42327	51
KY	42328	43
KY	42330	46
KY	42333	36
KY	42337	35
KY	42339	41
KY	42343	38
KY	42344	37
KY	42345	51
KY	42347	49
KY	42348	50
KY	42349	37
KY	42350	47
KY	42351	52
KY	42352	45
KY	42354	38
KY	42355	51
KY	42361	43
KY	42366	63
KY	42367	33
KY	42368	44
KY	42369	36
KY	42371	50
KY	42372	44
KY	42376	57
KY	42378	49
KY	42404	56
KY	42406	52
KY	42408	41
KY	42409	57
KY	42410	34
KY	42411	44
KY	42413	74
KY	42420	52
KY	42431	53
KY	42436	59
KY	42437	54
KY	42441	53
KY	42442	42
KY	42445	44
KY	42450	45
KY	42451	41
KY	42452	55
KY	42453	37
KY	42455	45
KY	42456	54
KY	42458	45
KY	42459	51
KY	42461	49
KY	42462	66
KY	42464	46
KY	42501	37
KY	42503	54
KY	42516	33
KY	42518	41
KY	42519	31
KY	42528	44
KY	42533	30
KY	42539	34
KY	42541	37
KY	42544	40
KY	42553	39
KY	42565	37
KY	42566	33
KY	42567	37
KY	42602	33
KY	42603	34
KY	42629	40
KY	42633	35
KY	42634	26
KY	42635	30
KY	42642	39
KY	42647	30
KY	42649	30
KY	42653	33
KY	42701	56
KY	42712	35
KY	42713	31
KY	42715	28
KY	42716	37
KY	42717	34
KY	42718	40
KY	42721	38
KY	42722	34
KY	42724	46
KY	42726	39
KY	42728	37
KY	42729	41
KY	42732	37
KY	42733	35
KY	42740	50
KY	42741	26
KY	42743	37
KY	42746	35
KY	42748	44
KY	42749	35
KY	42753	32
KY	42754	41
KY	42757	38
KY	42762	35
KY	42764	35
KY	42765	40
KY	42776	42
KY	42782	37
KY	42784	39
KY	42788	41
LA	70001	60
LA	70002	81
LA	70003	58
LA	70005	118
LA	70006	66
LA	70030	69
LA	70031	48
LA	70032	40
LA	70036	53
LA	70037	70
LA	70039	47
LA	70040	43
LA	70041	42
LA	70043	38
LA	70047	77
LA	70049	36
LA	70051	44
LA	70052	53
LA	70053	44
LA	70056	48
LA	70057	55
LA	70058	43
LA	70062	37
LA	70065	58
LA	70067	56
LA	70068	51
LA	70070	72
LA	70071	50
LA	70072	45
LA	70075	50
LA	70079	60
LA	70080	50
LA	70083	43
LA	70084	41
LA	70085	43
LA	70086	35
LA	70087	49
LA	70090	51
LA	70091	41
LA	70092	33
LA	70094	36
LA	70112	121
